id,description,gender,age,country,mood,product_fit
7885,"lemon zest, jasmine, powdery floral",male,55,Bangladesh,calming,Dishwashing Fresh Lemon (Fairy)
7886,"amberwood, icy mint, mint herb",female,47,Saudi Arabia,energising,Fresh Menthol Shampoo (Head & Shoulders)
7887,"fresh linen, baby powder, vanilla",female,66,Thailand,energising,Baby Care (Pampers)
7888,"lime, coconut cream, powdery floral",male,41,South Korea,fresh,Dishwashing Fresh Lemon (Fairy)
7889,"green tea, rosemary, jasmine",female,54,UAE,sporty,Fresh Menthol Shampoo (Head & Shoulders)
7890,"mandarin, caramel, mint herb",unisex,72,Turkey,gentle,Laundry Fresh (Ariel/Tide)
7891,"smoky spice, lime, vanilla",unisex,61,New Zealand,warm,Dishwashing Fresh Lemon (Fairy)
7892,"white musk, lemon zest, tonka bean",male,42,Thailand,gentle,Dishwashing Fresh Lemon (Fairy)
7893,"vanilla, clean eucalyptus, lemongrass",unisex,79,United Kingdom,energising,Fresh Menthol Shampoo (Head & Shoulders)
7894,"orange peel, lavender, sandalwood",unisex,15,Indonesia,warm,Laundry Fresh (Ariel/Tide)
7895,"sage, grapefruit, clean eucalyptus",unisex,20,Philippines,gentle,Laundry Fresh (Ariel/Tide)
7896,"orange peel, thyme, caramel",unisex,32,South Africa,sporty,Laundry Fresh (Ariel/Tide)
7897,"thyme, icy mint, jasmine",female,68,Sweden,fresh,Fresh Menthol Shampoo (Head & Shoulders)
7898,"sandalwood, powdery floral, jasmine",female,49,Vietnam,calming,Baby Care (Pampers)
7899,"rose petals, mint herb, sugar musk",female,38,Turkey,fresh,Warm Floral Skin Care (Olay)
7900,"grapefruit, sage, chamomile",female,44,United States,energising,Laundry Fresh (Ariel/Tide)
7901,"bergamot, vanilla, clean eucalyptus",female,13,Canada,warm,Laundry Fresh (Ariel/Tide)
7902,"lime, tonka bean, cedarwood",male,74,Indonesia,fresh,Dishwashing Fresh Lemon (Fairy)
7903,"peony, green tea, lime",unisex,21,India,gentle,Dishwashing Fresh Lemon (Fairy)
7904,"lavender, tonka bean, green tea",male,64,Singapore,warm,Fresh Menthol Shampoo (Head & Shoulders)
7905,"rosemary, ocean breeze, cedarwood",unisex,41,Brazil,gentle,Fresh Menthol Shampoo (Head & Shoulders)
7906,"baby powder, rose petals, lemongrass",male,28,Canada,gentle,Baby Care (Pampers)
7907,"rosemary, lemon zest, tonka bean",female,65,Turkey,energising,Dishwashing Fresh Lemon (Fairy)
7908,"lemon zest, peony, clean eucalyptus",unisex,33,Singapore,sporty,Dishwashing Fresh Lemon (Fairy)
7909,"caramel, vetiver, mint herb",female,17,UAE,energising,Men’s Grooming (Gillette)
7910,"smoky spice, thyme, baby powder",female,52,Turkey,sporty,Baby Care (Pampers)
7911,"white musk, cedarwood, clean eucalyptus",male,42,Pakistan,gentle,Baby Care (Pampers)
7912,"bergamot, amberwood, icy mint",female,35,Indonesia,energising,Laundry Fresh (Ariel/Tide)
7913,"powdery floral, cedarwood, lemongrass",female,34,UAE,gentle,Baby Care (Pampers)
7914,"icy mint, vetiver, chamomile",female,48,New Zealand,calming,Fresh Menthol Shampoo (Head & Shoulders)
7915,"orchid, baby powder, green tea",unisex,65,South Korea,warm,Baby Care (Pampers)
7916,"basil, fresh linen, smoky spice",female,26,United Kingdom,calming,Fresh Menthol Shampoo (Head & Shoulders)
7917,"green tea, sage, orchid",unisex,60,UAE,gentle,Fresh Menthol Shampoo (Head & Shoulders)
7918,"green tea, lime, vetiver",female,76,Indonesia,fresh,Dishwashing Fresh Lemon (Fairy)
7919,"vetiver, rosemary, powdery floral",male,32,Thailand,warm,Baby Care (Pampers)
7920,"green tea, grapefruit, baby powder",female,67,Indonesia,warm,Laundry Fresh (Ariel/Tide)
7921,"tonka bean, lemon zest, white musk",female,69,Indonesia,fresh,Dishwashing Fresh Lemon (Fairy)
7922,"orchid, mint herb, sandalwood",female,54,New Zealand,gentle,Warm Floral Skin Care (Olay)
7923,"lemongrass, smoky spice, baby powder",male,77,India,fresh,Baby Care (Pampers)
7924,"cedarwood, rose petals, powdery floral",male,28,Vietnam,sporty,Baby Care (Pampers)
7925,"baby powder, peony, lemon zest",male,40,Australia,energising,Dishwashing Fresh Lemon (Fairy)
7926,"powdery floral, icy mint, peony",female,21,United States,fresh,Baby Care (Pampers)
7927,"grapefruit, chamomile, coconut cream",unisex,55,Italy,sporty,Laundry Fresh (Ariel/Tide)
7928,"thyme, bergamot, sugar musk",unisex,61,UAE,calming,Laundry Fresh (Ariel/Tide)
7929,"tonka bean, clean eucalyptus, mandarin",female,19,Pakistan,warm,Laundry Fresh (Ariel/Tide)
7930,"fresh linen, amberwood, sage",unisex,68,Italy,energising,Fresh Menthol Shampoo (Head & Shoulders)
7931,"mandarin, lavender, smoky spice",female,63,France,calming,Laundry Fresh (Ariel/Tide)
7932,"ocean breeze, sandalwood, grapefruit",unisex,23,Pakistan,warm,Laundry Fresh (Ariel/Tide)
7933,"bergamot, sage, sugar musk",male,79,Indonesia,energising,Laundry Fresh (Ariel/Tide)
7934,"bergamot, white musk, vanilla",female,35,Vietnam,calming,Laundry Fresh (Ariel/Tide)
7935,"vetiver, fresh linen, caramel",male,77,Singapore,calming,Fresh Menthol Shampoo (Head & Shoulders)
7936,"tonka bean, sandalwood, lemongrass",male,22,Saudi Arabia,warm,Men’s Grooming (Gillette)
7937,"chamomile, mint herb, sugar musk",female,58,Sweden,gentle,Warm Floral Skin Care (Olay)
7938,"basil, cedarwood, white musk",female,60,United States,sporty,Baby Care (Pampers)
7939,"peony, vetiver, caramel",unisex,50,South Africa,calming,Warm Floral Skin Care (Olay)
7940,"rosemary, coconut cream, grapefruit",male,58,Canada,warm,Laundry Fresh (Ariel/Tide)
7941,"soft cotton, mint herb, mandarin",female,74,United Kingdom,warm,Laundry Fresh (Ariel/Tide)
7942,"clean eucalyptus, sugar musk, jasmine",female,18,Vietnam,gentle,Fresh Menthol Shampoo (Head & Shoulders)
7943,"baby powder, tonka bean, chamomile",male,55,Bangladesh,energising,Baby Care (Pampers)
7944,"sugar musk, sandalwood, soft cotton",female,70,Singapore,gentle,Baby Care (Pampers)
7945,"clean eucalyptus, chamomile, basil",female,13,Saudi Arabia,sporty,Fresh Menthol Shampoo (Head & Shoulders)
7946,"peony, basil, grapefruit",male,47,UAE,fresh,Laundry Fresh (Ariel/Tide)
7947,"clean eucalyptus, tonka bean, amberwood",male,55,Brazil,calming,Fresh Menthol Shampoo (Head & Shoulders)
7948,"ocean breeze, vanilla, white musk",female,42,Turkey,sporty,Baby Care (Pampers)
7949,"baby powder, coconut cream, orange peel",female,79,Malaysia,sporty,Laundry Fresh (Ariel/Tide)
7950,"sandalwood, vanilla, orange peel",female,57,Saudi Arabia,warm,Laundry Fresh (Ariel/Tide)
7951,"sugar musk, amberwood, soft cotton",male,64,Nigeria,gentle,Baby Care (Pampers)
7952,"amberwood, lemongrass, baby powder",female,58,France,warm,Baby Care (Pampers)
7953,"amberwood, white musk, caramel",male,32,India,sporty,Baby Care (Pampers)
7954,"grapefruit, white musk, amberwood",male,57,Canada,calming,Laundry Fresh (Ariel/Tide)
7955,"lemon zest, coconut cream, lemongrass",male,29,Bangladesh,calming,Dishwashing Fresh Lemon (Fairy)
7956,"lemongrass, smoky spice, jasmine",female,52,Australia,sporty,Warm Floral Skin Care (Olay)
7957,"vetiver, peony, basil",unisex,36,Indonesia,calming,Warm Floral Skin Care (Olay)
7958,"smoky spice, baby powder, lemongrass",male,70,France,energising,Baby Care (Pampers)
7959,"jasmine, icy mint, lime",male,19,Vietnam,sporty,Dishwashing Fresh Lemon (Fairy)
7960,"sandalwood, sugar musk, rosemary",unisex,57,Pakistan,calming,Men’s Grooming (Gillette)
7961,"tonka bean, baby powder, icy mint",female,13,Malaysia,sporty,Baby Care (Pampers)
7962,"bergamot, sandalwood, jasmine",male,24,Canada,calming,Laundry Fresh (Ariel/Tide)
7963,"orchid, green tea, smoky spice",female,65,South Africa,fresh,Fresh Menthol Shampoo (Head & Shoulders)
7964,"vetiver, clean eucalyptus, grapefruit",male,56,New Zealand,gentle,Laundry Fresh (Ariel/Tide)
7965,"baby powder, sandalwood, thyme",male,59,Indonesia,fresh,Baby Care (Pampers)
7966,"powdery floral, orchid, green tea",male,18,UAE,sporty,Baby Care (Pampers)
7967,"soft cotton, vanilla, peony",male,49,Turkey,sporty,Baby Care (Pampers)
7968,"chamomile, orange peel, basil",female,49,Singapore,fresh,Laundry Fresh (Ariel/Tide)
7969,"vanilla, peony, clean eucalyptus",unisex,65,China,gentle,Fresh Menthol Shampoo (Head & Shoulders)
7970,"rosemary, sandalwood, icy mint",female,29,Vietnam,fresh,Fresh Menthol Shampoo (Head & Shoulders)
7971,"white musk, fresh linen, jasmine",female,20,United Kingdom,fresh,Baby Care (Pampers)
7972,"tonka bean, rose petals, powdery floral",male,59,China,fresh,Baby Care (Pampers)
7973,"baby powder, lime, coconut cream",male,29,Australia,energising,Dishwashing Fresh Lemon (Fairy)
7974,"soft cotton, thyme, green tea",male,22,India,energising,Baby Care (Pampers)
7975,"smoky spice, tonka bean, clean eucalyptus",male,30,France,sporty,Fresh Menthol Shampoo (Head & Shoulders)
7976,"lavender, fresh linen, lemongrass",female,72,Pakistan,warm,Fresh Menthol Shampoo (Head & Shoulders)
7977,"thyme, clean eucalyptus, caramel",female,48,China,warm,Fresh Menthol Shampoo (Head & Shoulders)
7978,"soft cotton, icy mint, lavender",male,69,Japan,warm,Baby Care (Pampers)
7979,"sandalwood, orchid, rosemary",unisex,30,France,calming,Warm Floral Skin Care (Olay)
7980,"cedarwood, clean eucalyptus, baby powder",female,45,UAE,sporty,Baby Care (Pampers)
7981,"sandalwood, soft cotton, lavender",male,35,South Africa,calming,Baby Care (Pampers)
7982,"amberwood, clean eucalyptus, peony",male,25,Pakistan,calming,Fresh Menthol Shampoo (Head & Shoulders)
7983,"mandarin, chamomile, lemongrass",male,72,Thailand,fresh,Dishwashing Fresh Lemon (Fairy)
7984,"grapefruit, powdery floral, fresh linen",female,14,Brazil,gentle,Laundry Fresh (Ariel/Tide)
7985,"mandarin, powdery floral, basil",female,65,Philippines,fresh,Laundry Fresh (Ariel/Tide)
7986,"soft cotton, sandalwood, rose petals",unisex,19,Spain,sporty,Baby Care (Pampers)
7987,"icy mint, sugar musk, basil",female,55,United Kingdom,warm,Fresh Menthol Shampoo (Head & Shoulders)
7988,"sage, bergamot, amberwood",female,33,Vietnam,warm,Laundry Fresh (Ariel/Tide)
7989,"soft cotton, sage, bergamot",unisex,68,Pakistan,gentle,Laundry Fresh (Ariel/Tide)
7990,"rose petals, icy mint, mint herb",female,78,India,gentle,Fresh Menthol Shampoo (Head & Shoulders)
7991,"clean eucalyptus, orchid, smoky spice",unisex,80,Nigeria,gentle,Fresh Menthol Shampoo (Head & Shoulders)
7992,"powdery floral, cedarwood, chamomile",male,51,Japan,energising,Baby Care (Pampers)
7993,"amberwood, orchid, orange peel",female,66,Mexico,energising,Laundry Fresh (Ariel/Tide)
7994,"orange peel, caramel, green tea",unisex,38,France,calming,Laundry Fresh (Ariel/Tide)
7995,"white musk, rose petals, green tea",unisex,30,France,fresh,Baby Care (Pampers)
7996,"vanilla, mandarin, white musk",unisex,74,Nigeria,sporty,Laundry Fresh (Ariel/Tide)
7997,"peony, caramel, basil",unisex,57,Japan,fresh,Warm Floral Skin Care (Olay)
7998,"white musk, fresh linen, orchid",female,40,Pakistan,fresh,Baby Care (Pampers)
7999,"amberwood, basil, powdery floral",male,16,Italy,warm,Baby Care (Pampers)
8000,"soft cotton, cedarwood, green tea",unisex,37,Philippines,calming,Baby Care (Pampers)
8001,"clean eucalyptus, tonka bean, powdery floral",female,65,Saudi Arabia,energising,Baby Care (Pampers)
8002,"lemon zest, caramel, powdery floral",unisex,76,Egypt,warm,Dishwashing Fresh Lemon (Fairy)
8003,"cedarwood, green tea, mandarin",male,23,South Korea,energising,Laundry Fresh (Ariel/Tide)
8004,"clean eucalyptus, mint herb, orchid",male,27,Malaysia,warm,Fresh Menthol Shampoo (Head & Shoulders)
8005,"green tea, vetiver, rose petals",unisex,73,United States,fresh,Fresh Menthol Shampoo (Head & Shoulders)
8006,"fresh linen, lemon zest, white musk",male,64,Australia,energising,Dishwashing Fresh Lemon (Fairy)
8007,"rosemary, tonka bean, sandalwood",unisex,65,Thailand,fresh,Men’s Grooming (Gillette)
8008,"sugar musk, sandalwood, basil",female,51,Nigeria,fresh,Men’s Grooming (Gillette)
8009,"sage, bergamot, rose petals",female,50,Malaysia,fresh,Laundry Fresh (Ariel/Tide)
8010,"tonka bean, thyme, rose petals",unisex,59,Spain,gentle,Warm Floral Skin Care (Olay)
8011,"powdery floral, sugar musk, fresh linen",unisex,35,Germany,energising,Baby Care (Pampers)
8012,"coconut cream, baby powder, thyme",female,29,Japan,calming,Baby Care (Pampers)
8013,"tonka bean, peony, lemon zest",unisex,79,Canada,sporty,Dishwashing Fresh Lemon (Fairy)
8014,"soft cotton, rosemary, sugar musk",male,74,Brazil,calming,Baby Care (Pampers)
8015,"rosemary, powdery floral, lime",female,46,Philippines,gentle,Dishwashing Fresh Lemon (Fairy)
8016,"lemongrass, grapefruit, fresh linen",female,76,Singapore,fresh,Dishwashing Fresh Lemon (Fairy)
8017,"vetiver, orange peel, white musk",male,73,South Korea,warm,Laundry Fresh (Ariel/Tide)
8018,"icy mint, orchid, sugar musk",unisex,66,Turkey,gentle,Fresh Menthol Shampoo (Head & Shoulders)
8019,"lime, rose petals, sugar musk",female,67,South Africa,gentle,Dishwashing Fresh Lemon (Fairy)
8020,"jasmine, lemongrass, grapefruit",female,56,Japan,warm,Dishwashing Fresh Lemon (Fairy)
8021,"jasmine, icy mint, baby powder",male,47,South Korea,warm,Baby Care (Pampers)
8022,"smoky spice, tonka bean, clean eucalyptus",female,49,Spain,sporty,Fresh Menthol Shampoo (Head & Shoulders)
8023,"bergamot, smoky spice, fresh linen",female,27,Spain,fresh,Laundry Fresh (Ariel/Tide)
8024,"chamomile, sage, icy mint",male,46,Germany,warm,Fresh Menthol Shampoo (Head & Shoulders)
8025,"lavender, clean eucalyptus, white musk",unisex,69,Egypt,energising,Baby Care (Pampers)
8026,"icy mint, mint herb, white musk",unisex,53,Australia,gentle,Baby Care (Pampers)
8027,"vanilla, fresh linen, basil",female,49,Japan,warm,Fresh Menthol Shampoo (Head & Shoulders)
8028,"clean eucalyptus, sugar musk, sandalwood",female,25,Turkey,calming,Fresh Menthol Shampoo (Head & Shoulders)
8029,"green tea, thyme, baby powder",unisex,42,Italy,sporty,Baby Care (Pampers)
8030,"coconut cream, soft cotton, mint herb",male,57,Sweden,fresh,Baby Care (Pampers)
8031,"powdery floral, ocean breeze, grapefruit",male,38,Mexico,sporty,Laundry Fresh (Ariel/Tide)
8032,"soft cotton, fresh linen, coconut cream",unisex,19,Canada,warm,Baby Care (Pampers)
8033,"powdery floral, ocean breeze, chamomile",male,45,Australia,warm,Baby Care (Pampers)
8034,"icy mint, mint herb, baby powder",unisex,37,France,fresh,Baby Care (Pampers)
8035,"baby powder, rose petals, tonka bean",unisex,36,UAE,fresh,Baby Care (Pampers)
8036,"peony, sage, sugar musk",male,55,United States,sporty,Warm Floral Skin Care (Olay)
8037,"smoky spice, rosemary, orchid",female,63,Germany,sporty,Warm Floral Skin Care (Olay)
8038,"fresh linen, mandarin, vetiver",unisex,34,South Africa,fresh,Laundry Fresh (Ariel/Tide)
8039,"white musk, lemon zest, caramel",unisex,80,Japan,fresh,Dishwashing Fresh Lemon (Fairy)
8040,"fresh linen, sandalwood, coconut cream",female,72,United Kingdom,sporty,Fresh Menthol Shampoo (Head & Shoulders)
8041,"peony, caramel, amberwood",unisex,20,South Korea,calming,Warm Floral Skin Care (Olay)
8042,"fresh linen, jasmine, vetiver",female,76,Italy,sporty,Fresh Menthol Shampoo (Head & Shoulders)
8043,"basil, cedarwood, orchid",unisex,29,Nigeria,gentle,Warm Floral Skin Care (Olay)
8044,"clean eucalyptus, lavender, cedarwood",male,57,Mexico,sporty,Fresh Menthol Shampoo (Head & Shoulders)
8045,"baby powder, chamomile, basil",unisex,60,Italy,sporty,Baby Care (Pampers)
8046,"green tea, powdery floral, lemon zest",male,17,UAE,warm,Dishwashing Fresh Lemon (Fairy)
8047,"powdery floral, smoky spice, ocean breeze",female,47,Brazil,warm,Baby Care (Pampers)
8048,"clean eucalyptus, jasmine, rosemary",unisex,32,Canada,gentle,Fresh Menthol Shampoo (Head & Shoulders)
8049,"sugar musk, clean eucalyptus, powdery floral",male,45,Singapore,sporty,Baby Care (Pampers)
8050,"coconut cream, bergamot, rosemary",unisex,14,Indonesia,sporty,Laundry Fresh (Ariel/Tide)
8051,"smoky spice, baby powder, basil",unisex,75,Brazil,fresh,Baby Care (Pampers)
8052,"vanilla, lemon zest, ocean breeze",female,54,United States,fresh,Dishwashing Fresh Lemon (Fairy)
8053,"clean eucalyptus, smoky spice, tonka bean",female,60,Singapore,calming,Fresh Menthol Shampoo (Head & Shoulders)
8054,"ocean breeze, white musk, sugar musk",male,45,Brazil,gentle,Baby Care (Pampers)
8055,"lemongrass, orchid, vetiver",female,26,Philippines,sporty,Warm Floral Skin Care (Olay)
8056,"soft cotton, caramel, mandarin",unisex,78,United Kingdom,gentle,Laundry Fresh (Ariel/Tide)
8057,"grapefruit, rose petals, clean eucalyptus",male,59,Philippines,calming,Laundry Fresh (Ariel/Tide)
8058,"sage, white musk, amberwood",male,55,France,warm,Baby Care (Pampers)
8059,"mandarin, lavender, ocean breeze",unisex,77,UAE,calming,Laundry Fresh (Ariel/Tide)
8060,"tonka bean, rose petals, clean eucalyptus",unisex,53,Turkey,energising,Fresh Menthol Shampoo (Head & Shoulders)
8061,"clean eucalyptus, caramel, cedarwood",female,50,Malaysia,sporty,Fresh Menthol Shampoo (Head & Shoulders)
8062,"vetiver, white musk, bergamot",female,46,Australia,gentle,Laundry Fresh (Ariel/Tide)
8063,"orchid, sugar musk, sandalwood",male,77,Philippines,gentle,Warm Floral Skin Care (Olay)
8064,"mandarin, baby powder, tonka bean",female,18,Malaysia,gentle,Laundry Fresh (Ariel/Tide)
8065,"white musk, caramel, smoky spice",female,21,China,calming,Baby Care (Pampers)
8066,"mandarin, sage, vetiver",male,75,Nigeria,fresh,Laundry Fresh (Ariel/Tide)
8067,"fresh linen, lemongrass, soft cotton",female,49,Germany,sporty,Baby Care (Pampers)
8068,"chamomile, fresh linen, powdery floral",female,18,Canada,calming,Baby Care (Pampers)
8069,"sandalwood, baby powder, basil",male,26,Bangladesh,fresh,Baby Care (Pampers)
8070,"jasmine, clean eucalyptus, bergamot",female,80,Bangladesh,warm,Laundry Fresh (Ariel/Tide)
8071,"ocean breeze, basil, powdery floral",unisex,16,Germany,sporty,Baby Care (Pampers)
8072,"jasmine, tonka bean, mandarin",unisex,39,Italy,gentle,Laundry Fresh (Ariel/Tide)
8073,"thyme, soft cotton, sandalwood",female,35,Mexico,energising,Baby Care (Pampers)
8074,"lemon zest, lemongrass, rose petals",unisex,76,Turkey,fresh,Dishwashing Fresh Lemon (Fairy)
8075,"sage, baby powder, lime",unisex,46,France,calming,Dishwashing Fresh Lemon (Fairy)
8076,"soft cotton, thyme, coconut cream",male,76,Turkey,warm,Baby Care (Pampers)
8077,"sugar musk, lemongrass, vetiver",male,23,Saudi Arabia,warm,Men’s Grooming (Gillette)
8078,"vetiver, orchid, icy mint",unisex,56,Brazil,fresh,Fresh Menthol Shampoo (Head & Shoulders)
8079,"sandalwood, green tea, thyme",unisex,21,Pakistan,warm,Fresh Menthol Shampoo (Head & Shoulders)
8080,"lime, tonka bean, lemongrass",female,14,Bangladesh,energising,Dishwashing Fresh Lemon (Fairy)
8081,"sandalwood, peony, grapefruit",unisex,38,Japan,sporty,Laundry Fresh (Ariel/Tide)
8082,"baby powder, mandarin, amberwood",unisex,66,New Zealand,sporty,Laundry Fresh (Ariel/Tide)
8083,"peony, lime, fresh linen",male,60,Bangladesh,calming,Dishwashing Fresh Lemon (Fairy)
8084,"cedarwood, tonka bean, lavender",female,48,Mexico,warm,Warm Floral Skin Care (Olay)
8085,"mint herb, ocean breeze, vetiver",female,44,Malaysia,gentle,Fresh Menthol Shampoo (Head & Shoulders)
8086,"ocean breeze, white musk, vanilla",female,60,South Korea,energising,Baby Care (Pampers)
8087,"vetiver, green tea, coconut cream",male,56,Sweden,warm,Fresh Menthol Shampoo (Head & Shoulders)
8088,"rose petals, sugar musk, powdery floral",male,77,UAE,energising,Baby Care (Pampers)
8089,"green tea, vanilla, baby powder",male,56,Singapore,fresh,Baby Care (Pampers)
